iter	RMSE
524	23.8657833
525	23.85127564
526	23.83589317
527	23.82230307
528	23.79373964
529	23.78948096
530	23.77701508
531	23.7686014
532	23.74413603
533	23.7022468
534	23.68242863
535	23.65074572
536	23.63031799
537	23.60681006
538	23.59529566
539	23.57996386
540	23.56340544
541	23.54290051
542	23.5187207
543	23.50007226
544	23.4769814
545	23.45593545
546	23.43044631
547	23.41348912
548	23.39725149
549	23.38507475
550	23.35932007
551	23.34386695
552	23.32652929
553	23.29735114
554	23.27220185
555	23.25887117
556	23.25051014
557	23.22806355
558	23.2197081
559	23.20287766
560	23.18583411
561	23.16666541
562	23.14962597
563	23.14171928
564	23.11858127
565	23.10821839
566	23.0846762
567	23.06595907
568	23.04544119
569	23.03416016
570	23.02259115
571	22.99822882
572	22.98574509
573	22.97523836
574	22.95444173
575	22.94708691
576	22.9322146
577	22.91119012
578	22.89792655
579	22.88155454
580	22.85127005
581	22.83871403
582	22.82169002
583	22.7945628
584	22.7669563
585	22.75896123
586	22.73498241
587	22.71152241
588	22.7046424
589	22.69589932
590	22.66525253
591	22.65002046
592	22.63490314
593	22.6321487
594	22.62607914
595	22.61647732
596	22.59899094
597	22.57275415
598	22.5542446
599	22.53824021
600	22.52178096
601	22.51138494
602	22.48825293
603	22.47799859
604	22.45878423
605	22.44440762
606	22.44046649
607	22.42441976
608	22.40602628
609	22.39874923
610	22.37976971
611	22.36656852
612	22.36077111
613	22.33214743
614	22.31885642
615	22.30882694
616	22.29201174
617	22.27758112
618	22.25860069
619	22.24705991
620	22.23736465
621	22.21141603
622	22.19900961
623	22.19108109
624	22.18011818
625	22.16605853
626	22.16301388
627	22.1432537
628	22.13635481
629	22.12618432
630	22.11299092
631	22.09487457
632	22.07232529
633	22.05635821
634	22.03706133
635	22.02317499
636	22.00762595
637	21.99411994
638	21.98530308
639	21.97179552
640	21.96336489
641	21.94283497
642	21.937228
643	21.91039946
644	21.89070967
645	21.86928189
646	21.85251216
647	21.83984329
648	21.8284218
649	21.81568555
650	21.81075035
651	21.80137992
652	21.78621582
653	21.77719653
654	21.76162174
655	21.75700478
656	21.74526966
657	21.74248673
658	21.72904759
659	21.71169457
660	21.70124844
661	21.69022515
662	21.67793244
663	21.67324701
664	21.66306225
665	21.65119713
666	21.63739335
667	21.61693436
668	21.60043576
669	21.59737769
670	21.57857146
671	21.57194179
672	21.55515744
673	21.54009272
674	21.52961247
675	21.50286312
676	21.49412774
677	21.48163062
678	21.46436738
679	21.45480709
680	21.44067148
681	21.42948746
682	21.40361828
683	21.3923801
684	21.38377797
685	21.35791087
686	21.34419392
687	21.32747943
688	21.30833316
689	21.29691176
690	21.29189421
691	21.28537319
692	21.2679365
693	21.25891904
694	21.24440542
695	21.23794111
696	21.2199176
697	21.1961559
698	21.18324423
699	21.1611948
700	21.14430093
701	21.12955549
702	21.1158262
703	21.09816719
704	21.07990045
705	21.07147594
706	21.0598129
707	21.05129376
708	21.04114796
709	21.03265467
710	21.01861271
711	21.00792299
712	20.9929397
713	20.98559951
714	20.97240477
715	20.97037797
716	20.95562062
717	20.94219976
718	20.93235956
719	20.91838672
720	20.90828252
721	20.89879913
722	20.8901053
723	20.88227306
724	20.87580279
725	20.86541304
726	20.85434482
727	20.83419498
728	20.8300885
729	20.81768321
730	20.80626211
731	20.79981738
732	20.79794605
733	20.79077548
734	20.78085904
735	20.77471717
736	20.76719461
737	20.75823283
738	20.74522041
739	20.73401276
740	20.72729312
741	20.71327749
742	20.69001814
743	20.68781866
744	20.67795614
745	20.67524023
746	20.6571101
747	20.65075756
748	20.63952983
749	20.63602897
750	20.63069749
751	20.60697442
752	20.59923631
753	20.59712356
754	20.57995023
755	20.57207677
756	20.56095875
757	20.54132679
758	20.53128842
759	20.50654577
760	20.49705233
761	20.48301224
762	20.47869444
763	20.46073006
764	20.44412173
765	20.43073852
766	20.41909806
767	20.40722896
768	20.39548955
769	20.38553991
770	20.37447151
771	20.36338844
772	20.35131765
773	20.34584213
774	20.3370222
775	20.32475582
776	20.31205318
777	20.30583566
778	20.29740679
779	20.28381044
780	20.27349727
781	20.26369507
782	20.24937082
783	20.24367975
784	20.22340565
785	20.19971564
786	20.1893888
787	20.18032867
788	20.16052857
789	20.15538497
790	20.15163577
791	20.14315768
792	20.13208959
793	20.12572045
794	20.11872845
795	20.10581245
796	20.09108452
797	20.06947296
798	20.06349912
799	20.05742516
800	20.05243912
801	20.04493691
802	20.03821274
803	20.03575979
804	20.02539991
805	20.01435856
806	20.00491131
807	19.9855457
808	19.97945998
809	19.96745072
810	19.95227807
811	19.93974581
812	19.93745164
813	19.92370941
814	19.91823229
815	19.90762013
816	19.89066499
817	19.88504127
818	19.88294599
819	19.88016239
820	19.87329791
821	19.86667985
822	19.85665553
823	19.83744067
824	19.82206468
825	19.81096021
826	19.80692921
827	19.79415991
828	19.78244829
829	19.77067775
830	19.76459901
831	19.74539829
832	19.73838281
833	19.727283
834	19.72336207
835	19.70930259
836	19.69672214
837	19.69135986
838	19.68509752
839	19.6672072
840	19.65410471
841	19.64504018
842	19.63523705
843	19.62625694
844	19.6197966
845	19.60963616
846	19.59747038
847	19.58399026
848	19.57981321
849	19.56353333
850	19.55379621
851	19.5506085
852	19.53920724
853	19.52810662
854	19.51559954
855	19.49398634
856	19.48881707
857	19.47633287
858	19.47285808
859	19.46475119
860	19.4549295
861	19.44596984
862	19.43793863
863	19.42474499
864	19.41057696
865	19.4023363
866	19.39079638
867	19.37990904
868	19.37111729
869	19.36274166
870	19.34662491
871	19.33903331
872	19.33457565
873	19.32559257
874	19.31517184
875	19.30367273
876	19.29756919
877	19.28828278
878	19.28143023
879	19.27284943
880	19.25886396
881	19.24723199
882	19.24505206
883	19.23312179
884	19.22704363
885	19.2230342
886	19.21485114
887	19.20503535
888	19.19684324
889	19.18183834
890	19.17693336
891	19.16711289
892	19.15724491
893	19.1459995
894	19.13855337
895	19.13140193
896	19.12276274
897	19.11775712
898	19.10684178
899	19.10257412
900	19.09283932
901	19.08388106
902	19.07753149
903	19.06853902
904	19.06396342
905	19.05703825
906	19.05080236
907	19.03978632
908	19.02319559
909	19.01121723
910	19.00450871
911	18.98959586
912	18.97388581
913	18.96356809
914	18.9563351
915	18.95452914
916	18.94964237
917	18.93823552
918	18.93049382
919	18.92209397
920	18.91338015
921	18.90392195
922	18.89644752
923	18.88129995
924	18.87517409
925	18.86520317
926	18.85491794
927	18.84659441
928	18.83998553
929	18.83611521
930	18.82460478
931	18.81531606
932	18.80989985
933	18.79791589
934	18.78278752
935	18.7695434
936	18.76759758
937	18.76091182
938	18.75240632
939	18.74351917
940	18.74177777
941	18.7324841
942	18.72614807
943	18.71413871
944	18.70582425
945	18.70021835
946	18.69175791
947	18.68990341
948	18.68698683
949	18.68046555
950	18.66912082
951	18.65457731
952	18.64658334
953	18.63912983
954	18.63184323
955	18.62294797
956	18.6110258
957	18.60572728
958	18.59993383
959	18.59834869
960	18.59018172
961	18.58425123
962	18.57405977
963	18.56709687
964	18.55704342
965	18.55086999
966	18.54550441
967	18.53364159
968	18.52416568
969	18.5129983
970	18.50732747
971	18.50099514
972	18.48959288
973	18.47528418
974	18.46820147
975	18.45720212
976	18.44925893
977	18.44001566
978	18.43463782
979	18.42538588
980	18.42038084
981	18.41168209
982	18.40168605
983	18.39218522
984	18.38325864
985	18.37634807
986	18.37071223
987	18.36368584
988	18.35213562
989	18.34429439
990	18.34046582
991	18.33581951
992	18.33222685
993	18.3265167
994	18.31985566
995	18.31328419
996	18.30009165
997	18.29720795
998	18.28435875
999	18.27461911
